Category,CN Code,Description,Country,Type,Value
Iron or steel products,7307 29,Other,Belarus,Total,0.63
Iron or steel products,7307 29,Other,Brazil,Direct,2
Iron or steel products,7307 29,Other,Brazil,Indirect,0.08
Iron or steel products,7307 29,Other,Brazil,Total,2.08
Iron or steel products,7307 29,Other,China,Direct,1.85
Iron or steel products,7307 29,Other,China,Indirect,0.38
Iron or steel products,7307 29,Other,China,Total,2.22
Iron or steel products,7307 29,Other,India,Direct,2.73
Iron or steel products,7307 29,Other,India,Indirect,0.58
Iron or steel products,7307 29,Other,India,Total,3.31
Iron or steel products,7307 29,Other,Japan,Direct,2.04
Iron or steel products,7307 29,Other,Japan,Indirect,0.34
Iron or steel products,7307 29,Other,Japan,Total,2.39
Iron or steel products,7307 29,Other,South Korea,Direct,1.73
Iron or steel products,7307 29,Other,South Korea,Indirect,0.35
Iron or steel products,7307 29,Other,South Korea,Total,2.08
Iron or steel products,7307 29,Other,Norway,Direct,0.95
Iron or steel products,7307 29,Other,Norway,Indirect,0.09
Iron or steel products,7307 29,Other,Norway,Total,1.04
Iron or steel products,7307 29,Other,Russia,Direct,3.27
Iron or steel products,7307 29,Other,Russia,Indirect,0.45
Iron or steel products,7307 29,Other,Russia,Total,3.71
Iron or steel products,7307 29,Other,Serbia,Direct,2.34
Iron or steel products,7307 29,Other,Serbia,Indirect,0.65
Iron or steel products,7307 29,Other,Serbia,Total,3
Iron or steel products,7307 29,Other,South Africa,Direct,3.37
Iron or steel products,7307 29,Other,South Africa,Indirect,1.35
Iron or steel products,7307 29,Other,South Africa,Total,4.73
Iron or steel products,7307 29,Other,Switzerland,Direct,0.28
Iron or steel products,7307 29,Other,Switzerland,Indirect,0.03
Iron or steel products,7307 29,Other,Switzerland,Total,0.32
Iron or steel products,7307 29,Other,Taiwan,Direct,1.84
Iron or steel products,7307 29,Other,Taiwan,Indirect,0.35
Iron or steel products,7307 29,Other,Taiwan,Total,2.19
Iron or steel products,7307 29,Other,Türkiye,Direct,1.78
Iron or steel products,7307 29,Other,Türkiye,Indirect,0.25
Iron or steel products,7307 29,Other,Türkiye,Total,2.03
Iron or steel products,7307 29,Other,Ukraine,Direct,2.14
Iron or steel products,7307 29,Other,Ukraine,Indirect,0.34
Iron or steel products,7307 29,Other,Ukraine,Total,2.48
Iron or steel products,7307 29,Other,United Kingdom,Direct,1.92
Iron or steel products,7307 29,Other,United Kingdom,Indirect,0.13
Iron or steel products,7307 29,Other,United Kingdom,Total,2.05
Iron or steel products,7307 29,Other,United States,Direct,1.66
Iron or steel products,7307 29,Other,United States,Indirect,0.28
Iron or steel products,7307 29,Other,United States,Total,1.94
Iron or steel products,7307 29,Other,EU27,Direct,1.79
Iron or steel products,7307 29,Other,EU27,Indirect,0.19
Iron or steel products,7307 29,Other,EU27,Total,1.98
Iron or steel products,7307 29,Other,"Weighted average
primary",Direct,1.87
Iron or steel products,7307 29,Other,"Weighted average
primary",Indirect,0.43
Iron or steel products,7307 29,Other,"Weighted average
primary",Total,2.3
Iron or steel products,7307 91 00,Flanges,Default Direct,emissions,1.93
Iron or steel products,7307 91 00,Flanges,Default Indirect,emissions,0.29
Iron or steel products,7307 91 00,Flanges,Default Total,emissions,2.21
Iron or steel products,7307 91 00,Flanges,Belarus,Direct,0.16
Iron or steel products,7307 91 00,Flanges,Belarus,Indirect,0.31
Iron or steel products,7307 91 00,Flanges,Belarus,Total,0.47
Iron or steel products,7307 91 00,Flanges,Brazil,Direct,2.05
Iron or steel products,7307 91 00,Flanges,Brazil,Indirect,0.05
Iron or steel products,7307 91 00,Flanges,Brazil,Total,2.1
Iron or steel products,7307 91 00,Flanges,China,Direct,1.84
Iron or steel products,7307 91 00,Flanges,China,Indirect,0.3
Iron or steel products,7307 91 00,Flanges,China,Total,2.14
Iron or steel products,7307 91 00,Flanges,India,Direct,4.9
Iron or steel products,7307 91 00,Flanges,India,Indirect,0.79
Iron or steel products,7307 91 00,Flanges,India,Total,5.69
Iron or steel products,7307 91 00,Flanges,Japan,Direct,2.11
Iron or steel products,7307 91 00,Flanges,Japan,Indirect,0.23
Iron or steel products,7307 91 00,Flanges,Japan,Total,2.33
Iron or steel products,7307 91 00,Flanges,South Korea,Direct,1.76
Iron or steel products,7307 91 00,Flanges,South Korea,Indirect,0.23
Iron or steel products,7307 91 00,Flanges,South Korea,Total,1.99
Iron or steel products,7307 91 00,Flanges,Norway,Direct,0.9
Iron or steel products,7307 91 00,Flanges,Norway,Indirect,0.09
Iron or steel products,7307 91 00,Flanges,Norway,Total,1
Iron or steel products,7307 91 00,Flanges,Russia,Direct,3.7
Iron or steel products,7307 91 00,Flanges,Russia,Indirect,0.19
Iron or steel products,7307 91 00,Flanges,Russia,Total,3.89
Iron or steel products,7307 91 00,Flanges,Serbia,Direct,2.43
Iron or steel products,7307 91 00,Flanges,Serbia,Indirect,0.5
Iron or steel products,7307 91 00,Flanges,Serbia,Total,2.93
Iron or steel products,7307 91 00,Flanges,South Africa,Direct,3.6
Iron or steel products,7307 91 00,Flanges,South Africa,Indirect,1.26
Iron or steel products,7307 91 00,Flanges,South Africa,Total,4.86
Iron or steel products,7307 91 00,Flanges,Switzerland,Direct,0.18
Iron or steel products,7307 91 00,Flanges,Switzerland,Indirect,0.03
Iron or steel products,7307 91 00,Flanges,Switzerland,Total,0.21
Iron or steel products,7307 91 00,Flanges,Taiwan,Direct,1.89
Iron or steel products,7307 91 00,Flanges,Taiwan,Indirect,0.22
Iron or steel products,7307 91 00,Flanges,Taiwan,Total,2.1
Iron or steel products,7307 91 00,Flanges,Türkiye,Direct,1.83
Iron or steel products,7307 91 00,Flanges,Türkiye,Indirect,0.14
Iron or steel products,7307 91 00,Flanges,Türkiye,Total,1.97
Iron or steel products,7307 91 00,Flanges,Ukraine,Direct,2.2
Iron or steel products,7307 91 00,Flanges,Ukraine,Indirect,0.26
Iron or steel products,7307 91 00,Flanges,Ukraine,Total,2.46
Iron or steel products,7307 91 00,Flanges,United Kingdom,Direct,1.98
Iron or steel products,7307 91 00,Flanges,United Kingdom,Indirect,0.07
Iron or steel products,7307 91 00,Flanges,United Kingdom,Total,2.05
Iron or steel products,7307 91 00,Flanges,United States,Direct,1.68
Iron or steel products,7307 91 00,Flanges,United States,Indirect,0.19
Iron or steel products,7307 91 00,Flanges,United States,Total,1.87
Iron or steel products,7307 91 00,Flanges,EU27,Direct,1.83
Iron or steel products,7307 91 00,Flanges,EU27,Indirect,0.12
Iron or steel products,7307 91 00,Flanges,EU27,Total,1.95
Iron or steel products,7307 91 00,Flanges,"Weighted average
primary",Direct,1.93
Iron or steel products,7307 91 00,Flanges,"Weighted average
primary",Indirect,0.29
Iron or steel products,7307 91 00,Flanges,"Weighted average
primary",Total,2.21
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Default Direct,emissions,1.93
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Default Indirect,emissions,0.29
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Default Total,emissions,2.21
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Belarus,Direct,0.16
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Belarus,Indirect,0.31
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Belarus,Total,0.47
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Brazil,Direct,2.05
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Brazil,Indirect,0.05
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Brazil,Total,2.1
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",China,Direct,1.84
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",China,Indirect,0.3
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",China,Total,2.14
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",India,Direct,4.9
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",India,Indirect,0.79
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",India,Total,5.69
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Japan,Direct,2.11
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Japan,Indirect,0.23
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Japan,Total,2.33
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Korea,Direct,1.76
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Korea,Indirect,0.23
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Korea,Total,1.99
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Norway,Direct,0.9
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Norway,Indirect,0.09
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Norway,Total,1
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Russia,Direct,3.7
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Russia,Indirect,0.19
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Russia,Total,3.89
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Serbia,Direct,2.43
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Serbia,Indirect,0.5
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Serbia,Total,2.93
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Africa,Direct,3.6
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Africa,Indirect,1.26
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",South Africa,Total,4.86
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Switzerland,Direct,0.18
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Switzerland,Indirect,0.03
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Switzerland,Total,0.21
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Taiwan,Direct,1.89
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Taiwan,Indirect,0.22
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Taiwan,Total,2.1
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Türkiye,Direct,1.83
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Türkiye,Indirect,0.14
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Türkiye,Total,1.97
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Ukraine,Direct,2.2
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Ukraine,Indirect,0.26
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",Ukraine,Total,2.46
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United Kingdom,Direct,1.98
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United Kingdom,Indirect,0.07
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United Kingdom,Total,2.05
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United States,Direct,1.68
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United States,Indirect,0.19
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",United States,Total,1.87
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",EU27,Direct,1.83
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",EU27,Indirect,0.12
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves",EU27,Total,1.95
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves","Weighted average
primary",Direct,1.93
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves","Weighted average
primary",Indirect,0.29
Iron or steel products,7307 92,"Threaded elbows, bends and sleeves","Weighted average
primary",Total,2.21
Iron or steel products,7307 93,Butt welding fittings,Default Direct,emissions,1.93
Iron or steel products,7307 93,Butt welding fittings,Default Indirect,emissions,0.29
Iron or steel products,7307 93,Butt welding fittings,Default Total,emissions,2.21
Iron or steel products,7307 93,Butt welding fittings,Belarus,Direct,0.16
Iron or steel products,7307 93,Butt welding fittings,Belarus,Indirect,0.31
Iron or steel products,7307 93,Butt welding fittings,Belarus,Total,0.47
Iron or steel products,7307 93,Butt welding fittings,Brazil,Direct,2.05
Iron or steel products,7307 93,Butt welding fittings,Brazil,Indirect,0.05
Iron or steel products,7307 93,Butt welding fittings,Brazil,Total,2.1
Iron or steel products,7307 93,Butt welding fittings,China,Direct,1.84
Iron or steel products,7307 93,Butt welding fittings,China,Indirect,0.3
Iron or steel products,7307 93,Butt welding fittings,China,Total,2.14
Iron or steel products,7307 93,Butt welding fittings,India,Direct,4.9
Iron or steel products,7307 93,Butt welding fittings,India,Indirect,0.79
Iron or steel products,7307 93,Butt welding fittings,India,Total,5.69
Iron or steel products,7307 93,Butt welding fittings,Japan,Direct,2.11
Iron or steel products,7307 93,Butt welding fittings,Japan,Indirect,0.23
Iron or steel products,7307 93,Butt welding fittings,Japan,Total,2.33
Iron or steel products,7307 93,Butt welding fittings,South Korea,Direct,1.76
Iron or steel products,7307 93,Butt welding fittings,South Korea,Indirect,0.23
Iron or steel products,7307 93,Butt welding fittings,South Korea,Total,1.99
Iron or steel products,7307 93,Butt welding fittings,Norway,Direct,0.9
Iron or steel products,7307 93,Butt welding fittings,Norway,Indirect,0.09
Iron or steel products,7307 93,Butt welding fittings,Norway,Total,1
Iron or steel products,7307 93,Butt welding fittings,Russia,Direct,3.7
Iron or steel products,7307 93,Butt welding fittings,Russia,Indirect,0.19
Iron or steel products,7307 93,Butt welding fittings,Russia,Total,3.89
Iron or steel products,7307 93,Butt welding fittings,Serbia,Direct,2.43
Iron or steel products,7307 93,Butt welding fittings,Serbia,Indirect,0.5
Iron or steel products,7307 93,Butt welding fittings,Serbia,Total,2.93
Iron or steel products,7307 93,Butt welding fittings,South Africa,Direct,3.6
Iron or steel products,7307 93,Butt welding fittings,South Africa,Indirect,1.26
Iron or steel products,7307 93,Butt welding fittings,South Africa,Total,4.86
Iron or steel products,7307 93,Butt welding fittings,Switzerland,Direct,0.18
Iron or steel products,7307 93,Butt welding fittings,Switzerland,Indirect,0.03
Iron or steel products,7307 93,Butt welding fittings,Switzerland,Total,0.21
Iron or steel products,7307 93,Butt welding fittings,Taiwan,Direct,1.89
Iron or steel products,7307 93,Butt welding fittings,Taiwan,Indirect,0.22
Iron or steel products,7307 93,Butt welding fittings,Taiwan,Total,2.1
Iron or steel products,7307 93,Butt welding fittings,Türkiye,Direct,1.83
Iron or steel products,7307 93,Butt welding fittings,Türkiye,Indirect,0.14
Iron or steel products,7307 93,Butt welding fittings,Türkiye,Total,1.97
Iron or steel products,7307 93,Butt welding fittings,Ukraine,Direct,2.2
Iron or steel products,7307 93,Butt welding fittings,Ukraine,Indirect,0.26
Iron or steel products,7307 93,Butt welding fittings,Ukraine,Total,2.46
Iron or steel products,7307 93,Butt welding fittings,United Kingdom,Direct,1.98
Iron or steel products,7307 93,Butt welding fittings,United Kingdom,Indirect,0.07
Iron or steel products,7307 93,Butt welding fittings,United Kingdom,Total,2.05
Iron or steel products,7307 93,Butt welding fittings,United States,Direct,1.68
Iron or steel products,7307 93,Butt welding fittings,United States,Indirect,0.19
Iron or steel products,7307 93,Butt welding fittings,United States,Total,1.87
Iron or steel products,7307 93,Butt welding fittings,EU27,Direct,1.83
Iron or steel products,7307 93,Butt welding fittings,EU27,Indirect,0.12
Iron or steel products,7307 93,Butt welding fittings,EU27,Total,1.95
Iron or steel products,7307 93,Butt welding fittings,"Weighted average
primary",Direct,1.93
Iron or steel products,7307 93,Butt welding fittings,"Weighted average
primary",Indirect,0.29
Iron or steel products,7307 93,Butt welding fittings,"Weighted average
primary",Total,2.21
Iron or steel products,7307 99,Other,Default Direct,emissions,1.93
Iron or steel products,7307 99,Other,Default Indirect,emissions,0.29
Iron or steel products,7307 99,Other,Default Total,emissions,2.21
Iron or steel products,7307 99,Other,Belarus,Direct,0.16
Iron or steel products,7307 99,Other,Belarus,Indirect,0.31
Iron or steel products,7307 99,Other,Belarus,Total,0.47
Iron or steel products,7307 99,Other,Brazil,Direct,2.05
Iron or steel products,7307 99,Other,Brazil,Indirect,0.05
Iron or steel products,7307 99,Other,Brazil,Total,2.1
Iron or steel products,7307 99,Other,China,Direct,1.84
Iron or steel products,7307 99,Other,China,Indirect,0.3
Iron or steel products,7307 99,Other,China,Total,2.14
Iron or steel products,7307 99,Other,India,Direct,4.9
Iron or steel products,7307 99,Other,India,Indirect,0.79
Iron or steel products,7307 99,Other,India,Total,5.69
Iron or steel products,7307 99,Other,Japan,Direct,2.11
Iron or steel products,7307 99,Other,Japan,Indirect,0.23
Iron or steel products,7307 99,Other,Japan,Total,2.33
Iron or steel products,7307 99,Other,South Korea,Direct,1.76
Iron or steel products,7307 99,Other,South Korea,Indirect,0.23
Iron or steel products,7307 99,Other,South Korea,Total,1.99
Iron or steel products,7307 99,Other,Norway,Direct,0.9
Iron or steel products,7307 99,Other,Norway,Indirect,0.09
Iron or steel products,7307 99,Other,Norway,Total,1
Iron or steel products,7307 99,Other,Russia,Direct,3.7
Iron or steel products,7307 99,Other,Russia,Indirect,0.19
Iron or steel products,7307 99,Other,Russia,Total,3.89
Iron or steel products,7307 99,Other,Serbia,Direct,2.43
Iron or steel products,7307 99,Other,Serbia,Indirect,0.5
Iron or steel products,7307 99,Other,Serbia,Total,2.93
Iron or steel products,7307 99,Other,South Africa,Direct,3.6
Iron or steel products,7307 99,Other,South Africa,Indirect,1.26
Iron or steel products,7307 99,Other,South Africa,Total,4.86
Iron or steel products,7307 99,Other,Switzerland,Direct,0.18
Iron or steel products,7307 99,Other,Switzerland,Indirect,0.03
Iron or steel products,7307 99,Other,Switzerland,Total,0.21
Iron or steel products,7307 99,Other,Taiwan,Direct,1.89
Iron or steel products,7307 99,Other,Taiwan,Indirect,0.22
Iron or steel products,7307 99,Other,Taiwan,Total,2.1
Iron or steel products,7307 99,Other,Türkiye,Direct,1.83
Iron or steel products,7307 99,Other,Türkiye,Indirect,0.14
Iron or steel products,7307 99,Other,Türkiye,Total,1.97
Iron or steel products,7307 99,Other,Ukraine,Direct,2.2
Iron or steel products,7307 99,Other,Ukraine,Indirect,0.26
Iron or steel products,7307 99,Other,Ukraine,Total,2.46
Iron or steel products,7307 99,Other,United Kingdom,Direct,1.98
Iron or steel products,7307 99,Other,United Kingdom,Indirect,0.07
Iron or steel products,7307 99,Other,United Kingdom,Total,2.05
Iron or steel products,7307 99,Other,United States,Direct,1.68
Iron or steel products,7307 99,Other,United States,Indirect,0.19
Iron or steel products,7307 99,Other,United States,Total,1.87
Iron or steel products,7307 99,Other,EU27,Direct,1.83
Iron or steel products,7307 99,Other,EU27,Indirect,0.12
Iron or steel products,7307 99,Other,EU27,Total,1.95
Iron or steel products,7307 99,Other,"Weighted average
primary",Direct,1.93
Iron or steel products,7307 99,Other,"Weighted average
primary",Indirect,0.29
Iron or steel products,7307 99,Other,"Weighted average
primary",Total,2.21
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Default Direct,emissions,2.46
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Default Indirect,emissions,2.55
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Default Total,emissions,5.01
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Belarus,Direct,1.82
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Belarus,Indirect,1.59
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Belarus,Total,3.4
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Brazil,Direct,2.7
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Brazil,Indirect,0.53
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Brazil,Total,3.22
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",China,Direct,2.26
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",China,Indirect,1.44
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",China,Total,3.69
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",India,Direct,4.91
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",India,Indirect,0.92
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",India,Total,5.82
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Japan,Direct,2.52
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Japan,Indirect,2.23
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Japan,Total,4.75
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",South Korea,Direct,2.39
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",South Korea,Indirect,2.29
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",South Korea,Total,4.68
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Norway,Direct,2.09
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Norway,Indirect,0.07
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Norway,Total,2.16
Iron or steel products,7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock- gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Russia,Direct,3.9
